"Status","Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Finrat","Savings","seniorityR","timeR","ageR","expensesR","incomeR","assetsR","debtR","amountR","priceR","finratR","savingsR"
"good",15,"owner",36,42,"single","no_rec","fixed",35,90,5000,3000,1000,1243,80.450522928399,0.9,"sen (14,99]","time (24,36]","age (40,50]","exp (0,40]","inc (80,110]","asset (3e+03,5e+03]","debt (2.5e+03,1e+06]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (0,2]"
"good",5,"owner",60,35,"married","no_rec","freelance",45,69,1,0,700,768,91.1458333333333,2.05714285714286,"sen (3,8]","time (48,99]","age (30,40]","exp (40,50]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (2,4]"
"good",5,"rent",48,28,"married","yes_rec","fixed",60,154,3000,0,825,1661,49.6688741721854,5.46909090909091,"sen (3,8]","time (36,48]","age (25,30]","exp (50,60]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (4,6]"
"bad",0,"owner",48,39,"married","no_rec","freelance",60,16,3000,0,850,1053,80.7217473884141,-2.48470588235294,"sen (-1,1]","time (36,48]","age (30,40]","exp (50,60]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (80,90]","sav (-99,0]"
"good",1,"owner",36,36,"married","no_rec","freelance",75,416,8000,0,3875,5175,74.8792270531401,3.168,"sen (-1,1]","time (24,36]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (70,80]","sav (2,4]"
"good",13,"parents",48,28,"married","no_rec","fixed",90,105,0,0,1200,1590,75.4716981132076,0.6,"sen (8,14]","time (36,48]","age (25,30]","exp (80,1e+04]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"good",10,"rent",36,38,"married","no_rec","fixed",66,210,0,0,500,1171,42.6985482493595,10.368,"sen (8,14]","time (24,36]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (6,99]"
"good",2,"owner",60,33,"married","no_rec","fixed",35,146,8000,2000,1000,1844,54.2299349240781,5.46,"sen (1,3]","time (48,99]","age (30,40]","exp (0,40]","inc (140,190]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (4,6]"
"good",2,"parents",60,30,"separated","no_rec","freelance",35,150,0,0,1500,1671,89.7666068222621,4.6,"sen (1,3]","time (48,99]","age (25,30]","exp (0,40]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (4,6]"
"bad",0,"owner",36,36,"married","no_rec","others",45,105,5000,3000,1000,1620,61.7283950617284,1.08,"sen (-1,1]","time (24,36]","age (30,40]","exp (40,50]","inc (80,110]","asset (3e+03,5e+03]","debt (2.5e+03,1e+06]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (0,2]"
"good",13,"owner",60,28,"married","no_rec","fixed",45,148,3500,144,1350,1496,90.2406417112299,4.51377777777778,"sen (8,14]","time (48,99]","age (25,30]","exp (40,50]","inc (140,190]","asset (3e+03,5e+03]","debt (0,500]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (4,6]"
"good",0,"priv",48,56,"married","no_rec","others",35,84,4500,50,700,940,74.468085106383,3.32571428571429,"sen (-1,1]","time (36,48]","age (50,99]","exp (0,40]","inc (80,110]","asset (3e+03,5e+03]","debt (0,500]","am (600,900]","priz (0,1e+03]","finr (70,80]","sav (2,4]"
"good",8,"rent",48,39,"married","no_rec","freelance",66,60,0,0,700,1580,44.3037974683544,-0.411428571428571,"sen (3,8]","time (36,48]","age (30,40]","exp (60,80]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (-99,0]"
"good",4,"owner",36,54,"married","no_rec","freelance",35,80,25000,0,1400,1490,93.9597315436242,1.15714285714286,"sen (3,8]","time (24,36]","age (50,99]","exp (0,40]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (0,2]"
"good",15,"parents",60,35,"single","no_rec","fixed",45,226,6000,2200,1350,1609,83.9030453697949,7.06666666666667,"sen (14,99]","time (48,99]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (6,99]"
"good",1,"owner",48,29,"married","no_rec","fixed",45,130,4000,0,1000,1777,56.274620146314,4.08,"sen (-1,1]","time (36,48]","age (25,30]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"bad",20,"rent",60,47,"married","no_rec","fixed",85,100,8000,0,1250,1250,100,0.72,"sen (14,99]","time (48,99]","age (40,50]","exp (80,1e+04]","inc (80,110]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (0,2]"
"good",2,"owner",60,35,"married","no_rec","others",60,175,2500,0,1250,1412,88.5269121813031,5.52,"sen (1,3]","time (48,99]","age (30,40]","exp (50,60]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (4,6]"
"bad",0,"other",60,32,"single","no_rec","partime",35,38,0,0,600,1690,35.5029585798817,0.3,"sen (-1,1]","time (48,99]","age (30,40]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (0,2]"
"good",0,"rent",60,35,"single","no_rec","fixed",51,163,0,0,1000,1353,73.909830007391,6.72,"sen (-1,1]","time (48,99]","age (30,40]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (6,99]"
"good",15,"other",36,30,"married","no_rec","fixed",45,131,0,0,250,1341,18.6428038777032,12.384,"sen (14,99]","time (24,36]","age (25,30]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (6,99]"
"good",24,"owner",48,39,"married","no_rec","fixed",75,125,6000,200,1000,1409,70.97232079489,2.304,"sen (14,99]","time (36,48]","age (30,40]","exp (60,80]","inc (110,140]","asset (5e+03,8e+03]","debt (0,500]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"good",15,"owner",48,57,"married","no_rec","freelance",35,212,65000,0,1300,1852,70.1943844492441,6.53538461538462,"sen (14,99]","time (36,48]","age (50,99]","exp (0,40]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (70,80]","sav (6,99]"
"bad",1,"rent",24,32,"single","no_rec","freelance",35,89,0,0,290,490,59.1836734693878,4.46896551724138,"sen (-1,1]","time (12,24]","age (30,40]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (4,6]"
"good",17,"rent",30,45,"married","no_rec","fixed",55,104,0,0,550,575,95.6521739130435,2.67272727272727,"sen (14,99]","time (24,36]","age (40,50]","exp (50,60]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (2,4]"
"bad",1,"rent",24,24,"single","no_rec","partime",42,65,0,0,750,1192,62.9194630872483,0.736,"sen (-1,1]","time (12,24]","age (0,25]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (0,2]"
"bad",2,"parents",60,23,"single","yes_rec","partime",35,75,0,0,1100,1139,96.57594381036,2.18181818181818,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"good",0,"parents",60,24,"single","no_rec","fixed",35,126,1500,0,900,1092,82.4175824175824,6.06666666666667,"sen (-1,1]","time (48,99]","age (0,25]","exp (0,40]","inc (110,140]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"good",0,"parents",18,20,"married","no_rec","fixed",35,91,0,0,600,750,80,1.68,"sen (-1,1]","time (12,24]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (70,80]","sav (0,2]"
"good",14,"rent",36,49,"married","no_rec","fixed",70,103,0,0,500,1017,49.1642084562439,2.376,"sen (8,14]","time (24,36]","age (40,50]","exp (60,80]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (2,4]"
"good",2,"parents",60,24,"single","no_rec","fixed",35,100,0,0,1600,1601,99.9375390381012,2.4375,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
"good",7,"rent",60,40,"married","yes_rec","freelance",76,164,3000,0,800,1032,77.5193798449612,6.6,"sen (3,8]","time (48,99]","age (30,40]","exp (60,80]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (6,99]"
"good",6,"owner",60,31,"married","no_rec","fixed",45,131,4000,1600,600,1661,36.1228175797712,7,"sen (3,8]","time (48,99]","age (30,40]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (1.5e+03,2.5e+03]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"good",2,"other",18,25,"married","yes_rec","freelance",60,54,0,0,850,1400,60.7142857142857,-0.127058823529412,"sen (1,3]","time (12,24]","age (0,25]","exp (50,60]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (-99,0]"
"good",0,"other",48,39,"married","no_rec","fixed",60,85,0,0,1450,1594,90.9661229611041,0.827586206896552,"sen (-1,1]","time (36,48]","age (30,40]","exp (50,60]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (0,2]"
"bad",2,"priv",60,22,"married","no_rec","partime",35,60,2800,0,1300,1422,91.4205344585091,1.15384615384615,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (0,2]"
"bad",0,"owner",36,30,"separated","no_rec","freelance",60,48,7000,0,300,365,82.1917808219178,-1.44,"sen (-1,1]","time (24,36]","age (25,30]","exp (50,60]","inc (0,80]","asset (5e+03,8e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (80,90]","sav (-99,0]"
"good",0,"parents",60,21,"single","no_rec","partime",45,312,10000,0,1033,1175,87.9148936170213,15.5082284607938,"sen (-1,1]","time (48,99]","age (0,25]","exp (40,50]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"good",0,"parents",24,22,"single","no_rec","partime",35,80,0,0,650,1356,47.9351032448378,1.66153846153846,"sen (-1,1]","time (12,24]","age (0,25]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (0,2]"
"bad",0,"rent",18,28,"married","yes_rec","fixed",68,83,0,0,200,300,66.6666666666667,1.35,"sen (-1,1]","time (12,24]","age (25,30]","exp (60,80]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (0,2]"
"good",8,"owner",24,32,"married","no_rec","fixed",60,77,4000,0,350,865,40.4624277456647,1.16571428571429,"sen (3,8]","time (12,24]","age (30,40]","exp (50,60]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (0,50]","sav (0,2]"
"good",2,"parents",24,23,"single","no_rec","freelance",35,63,20000,0,600,2143,27.9981334577695,1.12,"sen (1,3]","time (12,24]","age (0,25]","exp (0,40]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (0,600]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"good",0,"parents",24,36,"married","no_rec","others",90,31,0,0,625,725,86.2068965517241,-2.2656,"sen (-1,1]","time (12,24]","age (30,40]","exp (80,1e+04]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (-99,0]"
"bad",2,"rent",60,20,"single","no_rec","fixed",46,108,0,0,1200,1300,92.3076923076923,3.1,"sen (1,3]","time (48,99]","age (0,25]","exp (40,50]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"good",4,"owner",60,25,"married","no_rec","fixed",45,68,4500,1379,725,1460,49.6575342465753,0.762206896551724,"sen (3,8]","time (48,99]","age (0,25]","exp (40,50]","inc (0,80]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (0,2]"
"good",5,"parents",30,24,"married","no_rec","fixed",35,120,0,0,700,1804,38.8026607538803,3.64285714285714,"sen (3,8]","time (24,36]","age (0,25]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.8e+03,1e+05]","finr (0,50]","sav (2,4]"
"good",8,"owner",36,35,"married","yes_rec","fixed",45,213,6000,0,1700,2450,69.3877551020408,3.55764705882353,"sen (3,8]","time (24,36]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (50,70]","sav (2,4]"
"good",10,"parents",48,58,"married","no_rec","others",35,450,2500,0,1200,1505,79.734219269103,16.6,"sen (8,14]","time (36,48]","age (50,99]","exp (0,40]","inc (190,1e+04]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (6,99]"
"good",5,"owner",60,32,"married","no_rec","fixed",45,145,13000,0,1500,1850,81.0810810810811,4,"sen (3,8]","time (48,99]","age (30,40]","exp (40,50]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (2,4]"
"bad",15,"owner",36,56,"married","yes_rec","freelance",35,90,16000,0,800,1300,61.5384615384615,2.475,"sen (14,99]","time (24,36]","age (50,99]","exp (0,40]","inc (80,110]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (2,4]"
"good",2,"rent",60,53,"widow","no_rec","fixed",46,114,0,0,1050,1348,77.893175074184,3.88571428571429,"sen (1,3]","time (48,99]","age (50,99]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"good",2,"parents",60,26,"single","no_rec","fixed",35,104,10000,0,1400,1490,93.9597315436242,2.95714285714286,"sen (1,3]","time (48,99]","age (25,30]","exp (0,40]","inc (80,110]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (2,4]"
"good",20,"owner",60,40,"married","no_rec","fixed",45,240,8000,0,900,950,94.7368421052632,13,"sen (14,99]","time (48,99]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (6,99]"
"good",1,"owner",36,48,"married","no_rec","others",45,45,32000,0,1500,2700,55.5555555555556,0,"sen (-1,1]","time (24,36]","age (40,50]","exp (40,50]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (50,70]","sav (-99,0]"
"good",10,"parents",60,28,"single","no_rec","fixed",35,70,3500,0,1300,1743,74.5840504876649,1.61538461538462,"sen (8,14]","time (48,99]","age (25,30]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"good",0,"owner",60,34,"married","no_rec","fixed",60,85,4000,0,1100,1628,67.5675675675676,1.36363636363636,"sen (-1,1]","time (48,99]","age (30,40]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (0,2]"
"good",11,"owner",60,28,"married","no_rec","fixed",35,82,1500,0,1090,1491,73.1052984574111,2.58715596330275,"sen (8,14]","time (48,99]","age (25,30]","exp (0,40]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"bad",2,"rent",24,30,"married","no_rec","partime",53,80,0,0,500,975,51.2820512820513,1.296,"sen (1,3]","time (12,24]","age (25,30]","exp (50,60]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (0,2]"
"bad",20,"owner",48,47,"married","no_rec","freelance",45,66,1,0,1200,1668,71.9424460431655,0.84,"sen (14,99]","time (36,48]","age (40,50]","exp (40,50]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"bad",0,"priv",60,43,"married","no_rec","partime",90,82,4000,0,600,790,75.9493670886076,-0.8,"sen (-1,1]","time (48,99]","age (40,50]","exp (80,1e+04]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (70,80]","sav (-99,0]"
"good",3,"owner",60,41,"married","no_rec","fixed",75,99,16000,500,1000,3300,30.3030303030303,1.14,"sen (1,3]","time (48,99]","age (40,50]","exp (60,80]","inc (80,110]","asset (8e+03,1e+06]","debt (0,500]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"good",28,"owner",48,54,"married","no_rec","freelance",75,46,15000,0,900,1300,69.2307692307692,-1.54666666666667,"sen (14,99]","time (36,48]","age (50,99]","exp (60,80]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (-99,0]"
"good",23,"other",54,38,"separated","no_rec","fixed",60,178,0,0,740,989,74.8230535894843,8.61081081081081,"sen (14,99]","time (48,99]","age (30,40]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (70,80]","sav (6,99]"
"good",4,"rent",60,30,"married","no_rec","fixed",60,147,5500,2000,1700,1719,98.8947062245492,2.36470588235294,"sen (3,8]","time (48,99]","age (25,30]","exp (50,60]","inc (140,190]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
"good",11,"owner",48,41,"married","yes_rec","freelance",45,280,4000,1300,1000,1350,74.0740740740741,10.656,"sen (8,14]","time (36,48]","age (40,50]","exp (40,50]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (6,99]"
"good",12,"owner",60,45,"married","no_rec","freelance",35,75,4000,0,1000,1100,90.9090909090909,2.4,"sen (8,14]","time (48,99]","age (40,50]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"good",6,"owner",6,29,"married","no_rec","fixed",45,190,5000,0,200,2179,9.17852225791647,4.35,"sen (3,8]","time (0,12]","age (25,30]","exp (40,50]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.8e+03,1e+05]","finr (0,50]","sav (4,6]"
"bad",0,"owner",6,33,"single","yes_rec","partime",45,240,4500,0,675,1146,58.9005235602094,1.73333333333333,"sen (-1,1]","time (0,12]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (0,2]"
"good",1,"parents",48,25,"single","no_rec","freelance",35,280,6000,0,1100,1650,66.6666666666667,10.6909090909091,"sen (-1,1]","time (36,48]","age (0,25]","exp (0,40]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (6,99]"
"bad",8,"other",60,41,"married","no_rec","freelance",45,62,0,0,1800,2101,85.6734888148501,0.566666666666667,"sen (3,8]","time (48,99]","age (40,50]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (0,2]"
"good",12,"owner",48,35,"married","no_rec","fixed",60,90,4500,0,900,1097,82.0419325432999,1.6,"sen (8,14]","time (36,48]","age (30,40]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (80,90]","sav (0,2]"
"good",17,"parents",36,33,"separated","yes_rec","fixed",35,96,0,0,475,475,100,4.62315789473684,"sen (14,99]","time (24,36]","age (30,40]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (4,6]"
"good",17,"rent",60,44,"married","no_rec","fixed",51,159,0,0,1100,1668,65.947242206235,5.89090909090909,"sen (14,99]","time (48,99]","age (40,50]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"good",1,"owner",48,42,"married","no_rec","fixed",75,155,8000,0,600,1680,35.7142857142857,6.4,"sen (-1,1]","time (36,48]","age (40,50]","exp (60,80]","inc (140,190]","asset (5e+03,8e+03]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"good",19,"rent",60,42,"single","no_rec","fixed",43,78,0,0,730,1070,68.2242990654206,2.87671232876712,"sen (14,99]","time (48,99]","age (40,50]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (2,4]"
"bad",0,"rent",24,42,"married","yes_rec","fixed",103,283,0,0,1897,2517,75.3675009932459,2.2772799156563,"sen (-1,1]","time (12,24]","age (40,50]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (70,80]","sav (2,4]"
"good",10,"owner",54,41,"married","no_rec","fixed",45,130,4500,0,1700,1957,86.8676545733265,2.7,"sen (8,14]","time (48,99]","age (40,50]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (2,4]"
"good",16,"other",42,49,"married","yes_rec","fixed",45,80,0,0,700,950,73.6842105263158,2.1,"sen (14,99]","time (36,48]","age (40,50]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (70,80]","sav (2,4]"
"good",0,"rent",36,42,"single","yes_rec","partime",48,129,0,0,525,525,100,5.55428571428571,"sen (-1,1]","time (24,36]","age (40,50]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (4,6]"
"good",5,"owner",60,49,"married","no_rec","fixed",35,122,5000,0,1500,1740,86.2068965517241,3.48,"sen (3,8]","time (48,99]","age (40,50]","exp (0,40]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",10,"owner",30,32,"married","no_rec","freelance",60,65,3000,0,600,1200,50,0.25,"sen (8,14]","time (24,36]","age (30,40]","exp (50,60]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (0,2]"
"good",7,"parents",36,24,"single","no_rec","fixed",35,127,0,0,300,2612,11.4854517611026,11.04,"sen (3,8]","time (24,36]","age (0,25]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1.8e+03,1e+05]","finr (0,50]","sav (6,99]"
"good",3,"other",48,28,"married","no_rec","fixed",35,125,1500,0,1500,1689,88.809946714032,2.88,"sen (1,3]","time (36,48]","age (25,30]","exp (0,40]","inc (110,140]","asset (0,3e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",0,"owner",36,42,"married","no_rec","freelance",60,260,3000,250,1100,1288,85.4037267080745,6.46363636363636,"sen (-1,1]","time (24,36]","age (40,50]","exp (50,60]","inc (190,1e+04]","asset (0,3e+03]","debt (0,500]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"good",10,"rent",60,42,"married","no_rec","fixed",76,158,5000,0,1000,1000,100,4.92,"sen (8,14]","time (48,99]","age (40,50]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (0,1e+03]","finr (90,100]","sav (4,6]"
"good",32,"owner",36,49,"married","no_rec","fixed",75,163,4000,0,400,700,57.1428571428571,7.92,"sen (14,99]","time (24,36]","age (40,50]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (6,99]"
"bad",14,"owner",48,29,"married","no_rec","fixed",75,131,4000,0,980,2981,32.8748742032875,2.74285714285714,"sen (8,14]","time (36,48]","age (25,30]","exp (60,80]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (2,4]"
"good",20,"rent",60,38,"married","no_rec","fixed",74,140,0,0,1500,1600,93.75,2.64,"sen (14,99]","time (48,99]","age (30,40]","exp (60,80]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
